,Temperature_C,Rainfall_mm,WindSpeed_m_s,SolarRadiation_MJ_m2,Humidity_percent
2019-02-08,27.55,0.02,0.84,5.4334,53.92
2019-02-09,26.94,0.02,0.87,5.9844,54.65
2019-02-10,26.28,0.1,0.86,6.889,53.9
2019-02-11,26.26,0.0,0.74,7.5288,47.96
2019-02-12,26.83,0.01,0.96,7.3538,47.96
2019-02-13,25.88,0.0,0.87,7.0135,51.95
2019-02-14,26.66,0.03,0.92,6.2866,52.39
2019-02-15,27.37,0.16,0.89,6.4474,52.15
2019-02-16,27.76,1.54,0.83,5.2178,54.84
2019-02-17,27.79,0.02,0.87,6.5165,51.65
2019-02-18,28.28,0.0,0.81,7.525,45.88
2019-02-19,28.86,0.06,0.85,6.6842,47.71
2019-02-20,28.16,0.14,1.09,7.008,50.32
2019-02-21,28.17,0.12,1.29,5.845,50.89
2019-02-22,28.54,0.2,1.11,5.537,49.88
2019-02-23,27.88,0.37,0.91,5.6731,52.08
2019-02-24,27.49,0.26,0.8,5.6642,57.04
2019-02-25,27.79,0.35,0.88,6.162,54.66
2019-02-26,28.27,0.02,0.93,7.6217,47.46
2019-02-27,27.45,0.02,0.87,7.0738,50.8
2019-02-28,28.4,0.0,0.9,7.5113,46.02
2019-03-01,28.49,0.0,0.83,7.8127,42.81
2019-03-02,28.92,0.03,0.9,6.8138,39.11
2019-03-03,29.3,0.16,0.9,7.0872,43.39
2019-03-04,28.65,0.4,0.8,6.5832,50.2
2019-03-05,29.11,0.18,0.91,6.2263,48.16
2019-03-06,28.48,0.09,0.86,7.3308,46.41
2019-03-07,28.3,0.45,0.89,7.6138,45.23
2019-03-08,28.17,1.0,0.92,6.9684,44.0
2019-03-09,28.14,0.18,0.95,7.459,43.9
2019-03-10,27.19,0.01,0.92,7.8379,43.37
2019-03-11,27.43,0.02,0.96,7.1412,45.83
2019-03-12,27.66,0.0,0.94,7.5811,44.49
2019-03-13,27.83,0.0,1.04,7.3682,45.66
2019-03-14,27.8,0.01,1.12,6.8561,48.13
2019-03-15,28.17,0.03,1.1,7.2509,44.92
2019-03-16,28.79,0.04,1.14,6.6132,49.98
2019-03-17,29.32,0.03,1.0,7.2953,46.12
2019-03-18,28.92,0.03,1.05,7.3673,47.85
2019-03-19,28.68,0.03,0.94,7.4501,48.37
2019-03-20,28.95,0.02,1.06,6.8904,47.85
2019-03-21,28.57,0.0,0.96,7.4014,46.77
2019-03-22,28.99,0.01,0.98,7.1465,45.67
2019-03-23,28.9,0.04,1.11,7.4042,50.16
2019-03-24,29.04,0.03,1.08,6.7022,46.27
2019-03-25,29.28,0.01,1.01,7.069,42.94
2019-03-26,29.81,0.0,1.09,7.1126,39.1
2019-03-27,28.69,4.93,1.13,5.4662,47.2
2019-03-28,27.27,0.92,0.96,5.7288,55.94
2019-03-29,29.56,0.37,0.85,6.7246,47.78
2019-03-30,29.23,0.75,0.9,6.972,49.69
2019-03-31,29.56,0.25,1.08,7.1009,45.94
2019-04-01,29.29,0.33,1.02,6.7678,49.47
2019-04-02,29.21,0.06,0.97,6.8047,47.86
2019-04-03,29.39,0.17,1.14,6.9583,49.62
2019-04-04,28.71,1.17,1.24,5.8049,55.1
2019-04-05,28.03,1.17,1.19,6.4946,60.57
2019-04-06,28.05,0.45,1.14,6.9365,57.35
2019-04-07,28.42,0.08,1.1,6.1111,51.88
2019-04-08,29.27,0.06,1.13,7.2619,49.79
2019-04-09,29.17,0.39,1.23,6.635,51.39
2019-04-10,27.82,0.15,1.0,6.9684,54.9
2019-04-11,28.25,0.08,1.22,5.7341,55.73
2019-04-12,28.9,0.03,1.27,6.4406,52.94
2019-04-13,29.1,0.06,1.17,6.7531,50.32
2019-04-14,28.88,0.01,1.06,6.0271,50.33
2019-04-15,29.46,0.0,1.15,6.9487,46.41
2019-04-16,29.25,0.07,1.1,7.1546,45.74
2019-04-17,28.84,0.0,1.14,7.1753,40.69
2019-04-18,29.89,0.03,1.32,7.0466,43.22
2019-04-19,29.53,0.26,1.35,6.8242,52.93
2019-04-20,29.77,0.18,1.2,6.6317,49.98
2019-04-21,29.33,0.09,1.18,6.132,51.33
2019-04-22,29.62,0.19,1.36,6.3456,52.16
2019-04-23,27.98,1.62,1.26,5.3539,59.79
2019-04-24,26.0,10.05,0.71,4.9848,70.79
2019-04-25,27.15,3.03,0.8,4.7914,65.23
2019-04-26,24.62,4.9,0.68,4.8797,79.57
2019-04-27,26.69,0.96,0.72,3.4913,68.9
2019-04-28,26.46,0.35,0.66,6.372,70.31
2019-04-29,27.62,0.2,0.91,6.1404,65.13
2019-04-30,27.39,0.27,1.0,6.0864,64.5
2019-05-01,27.85,0.18,0.93,7.0058,61.8
2019-05-02,27.25,0.11,1.11,6.3989,62.82
2019-05-03,27.66,0.53,1.26,5.4542,59.59
2019-05-04,27.11,0.48,1.52,5.2562,63.27
2019-05-05,26.87,2.92,1.25,5.748,65.4
2019-05-06,27.46,0.3,1.06,6.2544,64.81
2019-05-07,27.68,0.94,1.44,6.0914,59.5
2019-05-08,27.47,1.13,1.59,5.9458,56.36
2019-05-09,26.23,4.57,1.36,6.193,62.56
2019-05-10,25.34,0.51,1.2,5.0978,57.09
2019-05-11,26.21,0.1,1.37,6.2659,50.9
2019-05-12,26.86,0.55,1.27,5.2726,54.83
2019-05-13,27.2,0.58,1.36,5.5272,55.67
2019-05-14,27.31,0.25,1.35,5.5147,57.64
2019-05-15,27.36,0.17,1.33,5.8291,58.56
2019-05-16,27.65,0.22,1.36,5.8615,57.02
2019-05-17,27.27,0.43,1.43,5.977,61.62
2019-05-18,25.82,4.93,1.38,4.4926,67.68
2019-05-19,26.16,0.33,1.36,4.7556,60.54
2019-05-20,25.73,0.67,1.33,5.4168,60.8
2019-05-21,26.6,0.03,1.17,5.8733,51.36
2019-05-22,26.43,5.45,1.17,5.4713,60.59
2019-05-23,24.68,14.2,1.23,4.3738,71.82
2019-05-24,24.19,1.22,1.28,4.2029,66.63
2019-05-25,24.69,1.05,1.2,4.0937,61.87
2019-05-26,24.86,0.87,1.31,4.0459,66.24
2019-05-27,25.3,0.33,1.36,5.2063,63.99
2019-05-28,25.43,0.92,1.46,5.0122,64.81
2019-05-29,25.62,0.66,1.41,5.2956,62.04
2019-05-30,26.12,0.16,1.44,5.598,59.0
2019-05-31,25.8,0.17,1.21,5.0419,58.18
2019-06-01,25.64,1.82,1.04,3.9674,65.5
2019-06-02,25.13,2.16,1.07,4.0037,67.75
2019-06-03,23.77,3.26,0.98,3.7061,68.08
2019-06-04,24.43,1.81,0.97,3.7812,66.8
2019-06-05,24.4,1.1,1.06,3.2976,65.15
2019-06-06,25.42,0.12,1.09,4.1098,57.29
2019-06-07,26.48,0.43,1.19,4.907,56.97
2019-06-08,26.73,0.3,1.31,4.6906,54.19
2019-06-09,24.9,0.64,1.41,2.5502,60.69
2019-06-10,25.28,0.4,1.33,1.9961,51.57
2019-06-11,23.72,1.09,1.12,3.2822,53.57
2019-06-12,25.18,1.2,1.17,4.1501,56.49
2019-06-13,26.57,0.12,1.36,4.8946,51.35
2019-06-14,26.42,0.2,1.46,4.2185,56.5
2019-06-15,25.81,0.21,1.4,3.4426,56.97
2019-06-16,25.79,0.1,1.25,4.147,49.53
2019-06-17,25.49,0.02,1.38,5.6306,44.42
2019-06-18,25.72,0.08,1.39,4.1798,52.3
2019-06-19,26.65,0.05,1.27,5.5682,53.11
2019-06-20,26.41,0.07,1.4,3.6022,56.3
2019-06-21,25.43,0.16,1.38,2.6976,57.11
2019-06-22,25.83,0.06,1.25,3.9588,50.81
2019-06-23,26.0,0.06,1.06,4.9094,47.64
2019-06-24,26.87,0.12,0.93,3.7054,50.68
2019-06-25,26.06,0.86,1.49,2.9316,57.9
2019-06-26,25.6,0.87,1.34,4.1978,58.4
2019-06-27,26.28,0.3,1.6,4.4323,55.28
2019-06-28,26.09,0.47,1.53,3.6082,53.33
2019-06-29,25.71,0.33,1.52,4.8322,50.43
2019-06-30,26.75,0.04,1.67,5.2973,44.86
2019-07-01,26.8,0.09,1.61,5.2051,52.27
2019-07-02,26.04,0.08,1.35,4.9807,55.13
2019-07-03,26.37,0.07,1.58,4.817,51.38
2019-07-04,26.37,0.04,1.74,4.9754,48.97
2019-07-05,26.41,0.02,1.69,5.6986,49.43
2019-07-06,26.13,0.15,1.69,3.9626,52.96
2019-07-07,26.17,0.06,1.69,5.0383,51.57
2019-07-08,26.37,0.02,1.44,5.5003,48.81
2019-07-09,26.2,0.03,1.52,5.9563,50.77
2019-07-10,26.67,0.16,1.8,4.6997,53.21
2019-07-11,26.25,0.21,2.01,5.0107,56.61
2019-07-12,26.63,0.24,1.66,5.4034,50.74
2019-07-13,26.2,0.18,1.96,5.1055,50.79
2019-07-14,25.95,0.17,2.15,5.3698,52.88
2019-07-15,25.07,0.35,2.13,5.1262,54.69
2019-07-16,24.49,0.22,2.22,4.0884,55.42
2019-07-17,24.26,0.21,2.45,4.5442,55.02
2019-07-18,24.59,0.14,2.36,5.2658,52.58
2019-07-19,24.54,0.36,2.06,4.6454,58.49
2019-07-20,25.51,0.09,1.9,4.4489,51.44
2019-07-21,25.37,0.07,1.59,5.3189,52.04
2019-07-22,24.82,0.24,1.7,3.5647,52.6
2019-07-23,23.82,0.33,1.54,4.6399,50.02
2019-07-24,24.63,0.31,1.43,3.2974,46.19
2019-07-25,24.72,0.18,1.84,5.5529,49.03
2019-07-26,24.77,0.13,1.94,4.8074,52.12
2019-07-27,24.26,0.25,1.97,3.7975,53.32
2019-07-28,23.74,0.36,1.66,3.4356,54.23
2019-07-29,24.84,0.52,1.51,3.409,54.98
2019-07-30,24.95,0.39,1.74,3.6038,57.97
2019-07-31,24.67,0.66,1.74,3.803,58.36
2019-08-01,26.32,0.16,1.96,5.0693,49.14
2019-08-02,26.14,0.17,2.28,5.6035,55.62
2019-08-03,25.87,0.08,2.66,6.1109,51.65
2019-08-04,25.48,0.11,2.47,6.9101,50.47
2019-08-05,26.34,0.06,2.16,6.4622,47.68
2019-08-06,27.11,0.02,2.1,6.5028,45.1
2019-08-07,26.63,0.87,2.54,4.4059,57.99
2019-08-08,25.44,1.32,2.37,4.597,56.89
2019-08-09,25.69,0.02,2.27,4.6418,46.7
2019-08-10,25.75,0.09,2.76,5.6352,50.4
2019-08-11,24.46,0.11,2.56,4.1786,56.26
2019-08-12,24.06,0.25,2.44,3.9718,50.25
2019-08-13,25.29,0.14,2.55,4.9488,53.64
2019-08-14,24.98,0.2,2.57,3.2966,52.95
2019-08-15,24.54,0.07,2.84,4.4057,46.0
2019-08-16,24.97,0.06,2.76,3.8395,47.53
2019-08-17,25.3,0.09,2.56,4.8115,50.41
2019-08-18,25.56,0.23,2.77,3.859,54.34
2019-08-19,25.34,0.21,2.65,3.1066,52.77
2019-08-20,25.7,0.06,2.77,4.8768,46.38
2019-08-21,26.08,0.15,2.77,4.6834,49.77
2019-08-22,25.92,0.17,2.62,4.7731,51.04
2019-08-23,26.48,0.37,2.71,5.675,49.85
2019-08-24,25.65,0.73,2.87,4.3538,52.17
2019-08-25,26.66,0.08,2.76,5.7038,46.11
2019-08-26,26.41,0.21,2.69,5.5411,51.1
2019-08-27,26.6,0.29,2.32,5.6498,49.36
2019-08-28,26.81,0.56,2.51,5.3892,49.73
2019-08-29,25.93,0.2,2.45,4.7069,50.56
2019-08-30,26.78,0.36,2.24,3.7812,53.62
2019-08-31,26.19,0.76,2.12,4.1983,53.99
2019-09-01,27.41,1.0,1.76,5.5073,52.96
2019-09-02,26.98,0.16,2.16,4.1731,51.07
2019-09-03,26.49,0.21,2.76,4.4062,51.59
2019-09-04,26.87,0.12,2.67,5.1072,49.42
2019-09-05,26.62,0.06,2.59,4.1446,43.97
2019-09-06,25.65,0.18,2.11,4.705,53.66
2019-09-07,26.32,0.11,2.96,3.6509,48.39
2019-09-08,25.79,0.67,2.83,3.5246,48.33
2019-09-09,26.53,0.13,2.96,5.317,47.05
2019-09-10,25.93,3.25,2.76,4.4136,60.85
2019-09-11,26.05,0.31,2.69,5.5738,55.86
2019-09-12,26.23,0.1,2.59,6.726,53.31
2019-09-13,26.63,0.09,2.58,6.9816,53.47
2019-09-14,26.91,0.14,2.15,6.9576,54.89
2019-09-15,26.81,0.11,2.41,6.7788,53.56
2019-09-16,26.72,0.08,2.7,7.1124,52.13
2019-09-17,26.23,0.06,2.86,7.458,46.82
2019-09-18,26.5,0.03,2.39,6.3734,48.09
2019-09-19,26.45,0.02,2.77,7.5485,46.51
2019-09-20,26.15,0.02,2.72,6.4579,45.2
2019-09-21,26.41,0.06,2.55,5.8447,49.48
2019-09-22,26.36,0.1,2.46,5.766,50.15
2019-09-23,27.39,0.3,2.6,5.849,44.77
2019-09-24,27.13,0.35,2.34,3.8489,50.74
2019-09-25,27.62,0.25,2.42,5.1038,48.3
2019-09-26,26.83,3.36,2.77,4.613,60.02
2019-09-27,26.39,0.43,2.53,4.5151,51.01
2019-09-28,27.68,0.08,1.84,6.5249,43.33
2019-09-29,27.73,0.05,1.75,7.2281,39.7
2019-09-30,28.04,0.42,1.87,7.2336,51.88
2019-10-01,27.14,4.11,1.86,6.7867,61.85
2019-10-02,27.05,1.21,1.8,5.6623,59.02
2019-10-03,26.39,4.82,2.17,6.0682,57.87
2019-10-04,25.18,10.5,1.9,3.7363,67.11
2019-10-05,24.95,8.48,1.85,5.5675,68.03
2019-10-06,25.18,3.72,1.89,4.5773,62.84
2019-10-07,25.31,0.85,1.76,6.8626,58.51
2019-10-08,26.19,4.07,1.73,7.0301,58.6
2019-10-09,24.9,18.55,1.56,5.7617,70.62
2019-10-10,24.06,15.02,1.51,5.0983,75.31
2019-10-11,24.79,8.4,1.52,5.8769,71.33
2019-10-12,25.19,15.21,1.58,5.1122,71.01
2019-10-13,24.97,8.28,1.69,5.5404,73.12
2019-10-14,25.32,3.17,1.61,4.4158,70.88
2019-10-15,25.86,0.2,1.4,5.4737,61.34
2019-10-16,25.87,1.05,1.55,6.3521,61.69
2019-10-17,25.5,4.42,1.58,5.5673,71.55
2019-10-18,25.39,6.47,1.54,5.4557,70.83
2019-10-19,24.09,3.92,1.47,4.5883,74.49
2019-10-20,25.1,0.66,1.25,5.1922,67.22
2019-10-21,25.7,1.25,1.2,6.2018,66.69
2019-10-22,26.53,2.1,1.12,5.8039,64.05
2019-10-23,25.56,5.95,0.89,5.3719,71.96
2019-10-24,25.27,3.54,1.14,6.486,72.07
2019-10-25,24.76,3.42,1.02,5.7446,70.26
2019-10-26,24.48,5.83,1.04,4.4018,75.13
2019-10-27,25.59,1.89,1.2,6.3029,68.0
2019-10-28,25.69,3.2,1.12,6.1514,69.84
2019-10-29,24.28,3.11,0.76,5.8817,77.87
2019-10-30,24.29,5.97,0.88,5.4828,79.36
2019-10-31,25.09,1.42,0.85,6.1114,70.23
2019-11-01,25.46,0.71,0.93,6.2455,66.01
2019-11-02,25.62,0.15,1.1,6.2664,62.32
2019-11-03,25.55,0.94,1.06,6.1346,63.29
2019-11-04,26.04,2.99,0.98,6.4711,64.74
2019-11-05,26.31,1.16,1.0,6.1896,62.0
2019-11-06,26.62,1.66,1.16,6.1006,60.56
2019-11-07,25.49,8.73,1.15,5.9167,70.95
2019-11-08,25.8,1.28,0.99,5.2757,62.41
2019-11-09,26.77,0.67,0.88,6.234,60.91
2019-11-10,26.65,4.71,0.98,5.4528,67.04
2019-11-11,25.32,26.51,0.96,4.925,77.69
2019-11-12,24.51,51.26,0.96,4.3334,83.2
2019-11-13,23.15,8.02,0.61,5.0131,89.62
2019-11-14,23.88,3.61,0.7,4.7172,83.84
2019-11-15,25.05,2.01,0.54,5.9357,76.88
2019-11-16,24.63,1.32,0.66,6.1644,77.26
2019-11-17,24.26,1.41,0.61,5.7204,77.54
2019-11-18,24.67,1.01,0.69,5.3664,74.42
2019-11-19,24.34,7.29,0.59,5.3064,74.83
2019-11-20,24.37,1.33,0.67,5.963,76.5
2019-11-21,25.02,0.93,0.57,5.7113,72.54
2019-11-22,24.36,4.53,0.76,5.8205,78.78
2019-11-23,23.66,7.36,0.48,3.4457,77.51
2019-11-24,23.8,33.03,0.53,4.2876,83.75
2019-11-25,23.15,62.65,0.38,4.284,83.9
2019-11-26,23.23,5.81,0.41,3.9002,84.8
2019-11-27,23.56,3.11,0.58,5.6986,81.7
2019-11-28,23.86,0.45,0.58,5.808,77.72
2019-11-29,23.39,2.34,0.5,5.586,81.22
2019-11-30,23.36,4.05,0.52,4.3697,84.75
2019-12-01,23.73,12.17,0.66,4.5377,84.22
2019-12-02,23.82,34.24,0.45,4.5881,83.06
2019-12-03,23.96,9.59,0.56,3.7704,83.02
2019-12-04,24.57,2.11,0.48,5.1823,79.91
2019-12-05,24.25,3.23,0.55,5.4571,80.94
2019-12-06,24.39,13.33,0.44,5.4401,84.37
2019-12-07,24.6,10.32,0.48,4.4933,80.4
2019-12-08,24.39,1.67,0.51,4.0627,80.29
2019-12-09,24.11,11.27,0.64,4.2336,86.36
2019-12-10,24.13,6.33,0.52,3.767,84.45
2019-12-11,23.55,2.48,0.49,5.6369,84.16
2019-12-12,23.64,5.28,0.49,5.5416,79.06
2019-12-13,23.87,2.51,0.49,5.568,80.48
2019-12-14,23.79,7.76,0.45,5.1444,84.54
2019-12-15,23.48,14.32,0.47,4.9327,83.59
2019-12-16,23.68,2.26,0.49,6.1207,81.58
2019-12-17,24.24,0.19,0.52,6.2549,80.19
2019-12-18,23.79,0.11,0.6,6.3466,78.89
2019-12-19,23.31,0.01,0.6,7.2086,73.09
2019-12-20,23.23,1.16,0.63,6.269,79.03
2019-12-21,23.63,1.2,0.55,5.0566,83.77
2019-12-22,23.53,1.73,0.43,4.4136,80.91
2019-12-23,23.93,7.19,0.47,5.1103,82.16
2019-12-24,24.38,3.8,0.47,5.328,80.36
2019-12-25,24.4,3.79,0.53,5.1391,79.54
2019-12-26,25.08,0.19,0.51,5.059,74.34
2019-12-27,25.1,0.02,0.6,5.6741,71.35
2019-12-28,25.31,0.08,0.59,5.0172,72.54
2019-12-29,23.85,0.23,0.61,5.3753,75.96
2019-12-30,24.95,0.33,0.61,6.1085,72.82
2019-12-31,24.62,1.31,0.62,5.6592,75.22
2020-01-01,24.95,0.32,0.53,6.7817,70.76
2020-01-02,24.83,2.33,0.6,5.5865,75.98
2020-01-03,24.78,2.05,0.53,5.4946,74.42
2020-01-04,24.52,0.36,0.55,5.6681,74.15
2020-01-05,24.14,1.17,0.41,5.688,75.5
2020-01-06,25.23,0.46,0.53,5.6594,70.52
2020-01-07,23.69,5.54,0.54,5.1746,84.78
2020-01-08,24.36,2.37,0.57,5.0952,79.1
2020-01-09,24.38,0.93,0.45,5.3335,81.09
2020-01-10,24.75,0.18,0.48,5.6772,74.44
2020-01-11,25.17,0.13,0.48,6.4205,67.95
2020-01-12,24.46,0.54,0.42,5.7826,73.54
2020-01-13,23.6,11.2,0.45,3.6626,83.52
2020-01-14,23.96,6.44,0.63,5.3357,79.0
2020-01-15,24.2,2.3,0.55,5.8452,79.57
2020-01-16,24.71,1.48,0.57,5.485,75.81
2020-01-17,25.24,0.13,0.57,5.9453,67.43
2020-01-18,25.46,0.02,0.72,6.5438,58.88
2020-01-19,25.07,0.01,0.74,6.5424,58.27
2020-01-20,25.33,0.01,0.68,6.9324,60.88
2020-01-21,25.72,0.01,0.76,6.9432,58.98
2020-01-22,25.82,0.01,0.76,6.1555,60.68
2020-01-23,25.68,0.05,0.53,4.4177,66.62
2020-01-24,25.21,0.95,0.53,4.1976,75.08
2020-01-25,23.83,16.18,0.6,4.1534,86.52
2020-01-26,22.97,7.21,0.6,3.096,89.47
2020-01-27,24.06,4.12,0.66,3.1462,82.1
2020-01-28,23.76,2.56,0.71,3.5364,80.22
2020-01-29,22.89,3.37,0.48,4.8074,82.9
2020-01-30,24.32,1.08,0.57,4.6094,79.02
2020-01-31,23.85,2.85,0.59,5.3311,81.94
2020-02-01,23.49,7.92,0.48,4.896,86.48
2020-02-02,24.98,0.76,0.57,5.6014,75.58
2020-02-03,24.97,0.84,0.56,5.9962,76.24
2020-02-04,23.38,1.75,0.47,6.0854,82.35
2020-02-05,23.34,0.6,0.55,6.2693,78.42
2020-02-06,24.36,0.22,0.68,6.5494,71.25
2020-02-07,24.87,0.06,0.71,7.3723,67.08
2020-02-08,24.72,0.13,0.74,6.7949,69.59
2020-02-09,24.94,0.22,0.68,7.2072,67.73
2020-02-10,25.8,0.06,0.69,7.6536,62.28
2020-02-11,26.66,0.01,0.58,7.5026,58.18
2020-02-12,26.32,0.05,0.66,7.0032,63.38
2020-02-13,25.59,3.43,0.76,5.4449,71.88
2020-02-14,25.71,1.26,0.81,5.5116,69.54
2020-02-15,24.85,8.04,0.9,4.843,74.34
2020-02-16,25.03,1.11,0.74,4.7986,71.82
2020-02-17,26.2,0.33,0.7,6.2316,70.47
2020-02-18,26.31,0.71,0.71,5.7336,71.99
2020-02-19,26.17,1.1,0.63,5.8226,72.41
2020-02-20,27.45,0.11,0.7,7.009,64.67
2020-02-21,26.72,0.1,0.77,6.6458,65.19
2020-02-22,25.81,0.26,0.77,6.0698,69.2
2020-02-23,26.19,0.74,0.87,5.3688,68.39
2020-02-24,26.35,0.06,0.69,6.8935,66.56
2020-02-25,27.96,0.05,0.71,6.3386,57.26
2020-02-26,26.19,2.79,0.67,5.3628,71.47
2020-02-27,26.16,0.94,0.71,5.478,73.87
2020-02-28,26.44,0.13,0.71,6.5023,67.48
2020-02-29,26.91,0.15,0.62,6.8777,64.97
2020-03-01,27.98,0.49,0.65,6.713,62.19
2020-03-02,26.86,1.9,0.74,4.733,71.56
2020-03-03,26.01,0.41,0.67,5.1698,73.76
2020-03-04,25.28,2.02,0.62,6.1183,75.51
2020-03-05,25.91,0.29,0.71,5.1994,71.14
2020-03-06,27.56,0.52,0.75,7.0037,61.65
2020-03-07,26.56,0.28,0.76,6.4104,67.48
2020-03-08,25.51,2.03,0.79,5.2762,78.15
2020-03-09,26.34,1.3,0.85,5.6393,73.29
2020-03-10,27.29,0.22,0.82,5.2522,65.7
2020-03-11,26.79,0.8,0.89,5.5512,70.67
2020-03-12,26.58,0.38,0.95,5.3141,69.54
2020-03-13,26.84,0.63,0.86,6.0019,69.13
2020-03-14,26.99,0.55,0.94,6.0684,68.6
2020-03-15,27.71,0.06,0.79,6.595,61.81
2020-03-16,27.64,0.2,0.81,6.5779,65.66
2020-03-17,26.97,1.49,0.82,5.5315,66.95
2020-03-18,26.6,3.37,0.98,5.7175,68.69
2020-03-19,26.12,2.72,0.92,6.161,69.7
2020-03-20,26.29,1.74,0.97,6.0898,68.61
2020-03-21,26.79,0.3,1.14,6.9175,60.58
2020-03-22,26.85,0.26,1.06,7.1316,58.79
2020-03-23,26.61,0.04,1.0,6.6576,58.42
2020-03-24,27.47,0.73,1.18,5.875,58.53
2020-03-25,25.78,4.68,1.03,6.1721,70.39
2020-03-26,25.58,5.22,0.85,5.8915,75.85
2020-03-27,23.79,4.19,0.72,4.1614,86.59
2020-03-28,25.2,5.24,0.7,4.6745,73.68
2020-03-29,24.33,6.2,0.58,5.532,78.57
2020-03-30,26.18,0.58,0.82,6.0379,68.06
2020-03-31,24.55,1.39,0.79,6.2479,81.64
2020-04-01,25.13,0.88,0.85,6.3948,79.1
2020-04-02,25.93,0.7,0.78,6.6233,74.24
2020-04-03,26.59,1.76,0.95,6.1356,70.34
2020-04-04,26.97,0.21,1.11,5.8639,66.59
2020-04-05,26.61,1.26,1.0,6.0353,67.98
2020-04-06,25.58,17.28,0.84,5.4242,76.15
2020-04-07,25.65,1.72,0.77,5.8128,74.09
2020-04-08,25.76,0.55,0.94,6.7457,70.33
2020-04-09,26.26,0.99,1.14,6.1313,66.69
2020-04-10,26.77,0.34,1.3,6.0108,64.6
2020-04-11,27.32,0.11,1.31,6.5086,63.22
2020-04-12,26.96,6.58,1.28,5.9981,69.33
2020-04-13,25.59,0.67,1.08,4.8382,76.89
2020-04-14,27.25,0.42,0.97,5.4178,66.75
2020-04-15,27.2,0.72,1.09,5.6227,66.36
2020-04-16,25.5,3.56,0.99,6.4387,72.17
2020-04-17,26.0,7.76,0.97,5.4876,70.62
2020-04-18,25.02,10.47,1.1,5.2968,76.96
2020-04-19,24.66,7.35,0.85,4.8043,77.86
2020-04-20,23.79,4.65,0.59,4.5869,80.94
2020-04-21,23.96,15.25,0.55,3.253,79.41
2020-04-22,23.36,5.81,0.64,4.0346,81.77
2020-04-23,24.07,12.54,0.55,3.305,79.97
2020-04-24,23.84,19.1,0.78,4.3807,81.95
2020-04-25,22.41,1.98,0.78,3.9698,85.89
2020-04-26,25.11,0.71,0.9,5.2908,71.31
2020-04-27,24.74,1.37,1.12,5.5742,72.07
2020-04-28,24.34,27.08,1.05,5.8574,75.53
2020-04-29,24.0,9.09,1.04,5.6818,80.25
2020-04-30,24.37,1.18,1.24,5.5178,75.05
2020-05-01,24.31,1.42,1.21,5.5579,77.65
2020-05-02,23.96,1.1,1.22,4.943,70.56
2020-05-03,24.28,2.11,0.96,5.1514,68.18
2020-05-04,25.53,1.04,1.02,5.635,70.54
2020-05-05,25.71,1.48,1.15,5.5361,72.78
2020-05-06,25.05,0.53,1.37,5.5354,67.06
2020-05-07,25.6,0.28,1.44,4.8955,65.63
2020-05-08,25.68,0.1,1.25,5.0218,63.27
2020-05-09,25.66,0.27,1.25,4.8782,66.27
2020-05-10,23.44,5.58,1.22,4.9646,78.14
2020-05-11,24.94,3.21,1.25,5.0702,71.27
2020-05-12,25.28,4.07,1.07,5.8303,69.66
2020-05-13,24.81,0.79,0.95,6.6055,73.43
2020-05-14,25.92,0.92,0.78,6.4814,67.41
2020-05-15,25.11,3.51,1.0,4.9421,75.4
2020-05-16,24.75,0.43,1.04,4.4213,67.54
2020-05-17,24.04,0.02,1.0,5.4002,63.67
2020-05-18,23.78,0.1,0.9,6.114,63.58
2020-05-19,24.87,0.21,0.95,6.3283,59.4
2020-05-20,25.77,0.18,1.23,4.9366,64.76
2020-05-21,25.15,0.2,1.38,4.5566,68.37
2020-05-22,24.55,0.16,1.32,5.1749,63.66
2020-05-23,24.96,0.07,1.05,4.7196,62.97
2020-05-24,25.58,0.1,0.94,5.0947,62.36
2020-05-25,26.07,0.12,1.17,6.1524,62.38
2020-05-26,26.46,0.28,1.22,5.5882,65.32
2020-05-27,26.45,0.17,1.08,5.994,61.79
2020-05-28,26.19,0.14,1.16,6.2935,62.52
2020-05-29,26.04,0.76,1.32,5.3856,63.75
2020-05-30,25.37,0.09,1.17,6.7037,58.12
2020-05-31,25.86,0.08,1.32,6.7644,58.38
2020-06-01,26.17,0.08,1.3,5.6592,57.88
2020-06-02,25.99,0.15,1.49,5.9076,58.37
2020-06-03,24.49,0.23,1.53,5.5742,65.29
2020-06-04,24.62,0.14,1.22,6.3036,62.27
2020-06-05,23.93,0.04,1.07,6.4615,62.46
2020-06-06,25.83,0.42,0.76,6.025,56.46
2020-06-07,23.98,11.68,0.93,4.6927,69.67
2020-06-08,23.07,7.68,1.24,2.6698,73.68
2020-06-09,23.35,0.29,1.17,4.457,66.0
2020-06-10,23.54,0.62,1.3,2.7478,69.3
2020-06-11,24.4,0.19,1.07,5.3081,63.56
2020-06-12,24.28,1.19,1.05,4.6046,66.3
2020-06-13,24.66,1.13,1.2,3.18,65.5
2020-06-14,23.67,1.02,1.22,2.3088,65.99
2020-06-15,23.87,0.16,1.19,2.6107,59.01
2020-06-16,23.62,0.34,1.13,3.6014,59.74
2020-06-17,24.03,0.06,1.06,3.7462,56.55
2020-06-18,24.08,0.02,1.06,4.7342,56.32
2020-06-19,24.96,0.04,1.0,4.8574,57.9
2020-06-20,25.15,1.47,0.92,5.1991,62.5
2020-06-21,24.97,0.95,1.17,4.5898,59.86
